AgeGroup,Attrition,Attrition_Reason,BusinessTravel,Department,EducationField,EmpID,EmployeeExperence,EnvironmentSatisfactionStatus,Gender,JobRole,MaritalStatus,Month,New_hire vs old,Over18,OverTime,PerformanceRating - Copy,Salary_Hike,SalarySlab,TotalWorkingStatus,Year
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM050,0-5,Poor,Male,Laboratory Technician,Married,Apr,NEW_Hire,Y,No,Below Expectations,1.00%,Upto 5k,0-10,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM050,0-5,Poor,Male,Laboratory Technician,Married,Jun,NEW_Hire,Y,No,Below Expectations,1.00%,Upto 5k,0-10,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM076,5-15,Fair,Female,Manufacturing Director,Single,Jan,old,Y,No,Meet Expectations,11.00%,Upto 5k,11-25,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM076,5-15,Fair,Female,Manufacturing Director,Single,Sep,old,Y,No,Meet Expectations,11.00%,Upto 5k,11-25,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM1009,0-5,Excellent,Male,Laboratory Technician,Divorced,Aug,NEW_Hire,Y,No,Below Expectations,2.00%,Upto 5k,0-10,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM102,0-5,Poor,Male,Research Scientist,Single,Mar,NEW_Hire,Y,No,Below Expectations,1.00%,Upto 5k,0-10,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM102,0-5,Poor,Male,Research Scientist,Single,Mar,NEW_Hire,Y,No,Below Expectations,1.00%,Upto 5k,0-10,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM1028,0-5,Poor,Female,Laboratory Technician,Married,May,NEW_Hire,Y,No,Below Expectations,5.00%,Upto 5k,0-10,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM1028,0-5,Poor,Female,Laboratory Technician,Married,Sep,NEW_Hire,Y,No,Below Expectations,5.00%,Upto 5k,0-10,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM1029,5-15,Fair,Female,Laboratory Technician,Single,Jul,old,Y,No,Meet Expectations,12.00%,Upto 5k,11-25,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM1056,5-15,Fair,Female,Manufacturing Director,Single,Jul,old,Y,No,Meet Expectations,11.00%,Upto 5k,11-25,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM1070,0-5,Good,Male,Research Scientist,Divorced,Nov,NEW_Hire,Y,No,Below Expectations,1.00%,Upto 5k,0-10,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM1070,0-5,Good,Male,Research Scientist,Divorced,Sep,NEW_Hire,Y,No,Below Expectations,1.00%,Upto 5k,0-10,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM1074,0-5,Fair,Male,Manufacturing Director,Married,Apr,NEW_Hire,Y,No,Below Expectations,8.00%,5k-10k,0-10,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM1074,0-5,Fair,Male,Manufacturing Director,Married,May,NEW_Hire,Y,No,Below Expectations,8.00%,5k-10k,0-10,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM1092,0-5,Poor,Male,Manufacturing Director,Single,Jan,NEW_Hire,Y,No,Below Expectations,5.00%,Upto 5k,0-10,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM1092,0-5,Poor,Male,Manufacturing Director,Single,Sep,NEW_Hire,Y,No,Below Expectations,5.00%,Upto 5k,0-10,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM1102,0-5,Poor,Female,Research Scientist,Married,May,old,Y,No,Below Expectations,7.00%,5k-10k,11-25,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM1105,0-5,Fair,Male,Research Scientist,Married,Jun,NEW_Hire,Y,No,Below Expectations,1.00%,Upto 5k,0-10,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM1105,0-5,Fair,Male,Research Scientist,Married,Mar,NEW_Hire,Y,No,Below Expectations,1.00%,Upto 5k,0-10,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM1151,5-15,Excellent,Male,Research Scientist,Married,Apr,old,Y,No,Below Expectations,16.00%,5k-10k,11-25,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM1151,5-15,Excellent,Male,Research Scientist,Married,Mar,old,Y,No,Below Expectations,16.00%,5k-10k,11-25,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM1180,5-15,Poor,Female,Research Scientist,Divorced,Jan,old,Y,No,Below Expectations,11.00%,5k-10k,11-25,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM1180,5-15,Poor,Female,Research Scientist,Divorced,Nov,old,Y,No,Below Expectations,11.00%,5k-10k,11-25,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM1228,0-5,Excellent,Male,Laboratory Technician,Married,May,NEW_Hire,Y,No,Below Expectations,5.00%,Upto 5k,0-10,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM1228,0-5,Excellent,Male,Laboratory Technician,Married,Nov,NEW_Hire,Y,No,Below Expectations,5.00%,Upto 5k,0-10,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM1234,5-15,Excellent,Male,Research Scientist,Married,Jun,NEW_Hire,Y,No,Below Expectations,10.00%,Upto 5k,Above 25,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM1234,5-15,Excellent,Male,Research Scientist,Married,Jun,NEW_Hire,Y,No,Below Expectations,10.00%,Upto 5k,Above 25,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM1342,5-15,Excellent,Male,Laboratory Technician,Divorced,Jan,NEW_Hire,Y,No,Below Expectations,10.00%,Upto 5k,Above 25,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM1342,5-15,Excellent,Male,Laboratory Technician,Divorced,May,NEW_Hire,Y,No,Below Expectations,10.00%,Upto 5k,Above 25,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM1344,0-5,Poor,Male,Laboratory Technician,Single,Jan,old,Y,No,Below Expectations,3.00%,Upto 5k,11-25,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM1344,0-5,Poor,Male,Laboratory Technician,Single,Nov,old,Y,No,Below Expectations,3.00%,Upto 5k,11-25,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM170,0-5,Fair,Male,Research Scientist,Single,May,NEW_Hire,Y,No,Meet Expectations,5.00%,Upto 5k,0-10,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM170,0-5,Fair,Male,Research Scientist,Single,Sep,NEW_Hire,Y,No,Meet Expectations,5.00%,Upto 5k,0-10,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM177,0-5,Fair,Male,Research Scientist,Single,Jul,NEW_Hire,Y,No,Below Expectations,3.00%,Upto 5k,0-10,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM177,0-5,Fair,Male,Research Scientist,Single,Jul,NEW_Hire,Y,No,Below Expectations,3.00%,Upto 5k,0-10,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM247,0-5,Fair,Female,Research Scientist,Married,Aug,NEW_Hire,Y,No,Below Expectations,2.00%,Upto 5k,0-10,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM247,0-5,Fair,Female,Research Scientist,Married,Jun,NEW_Hire,Y,No,Below Expectations,2.00%,Upto 5k,0-10,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM313,0-5,Fair,Male,Research Scientist,Divorced,Mar,NEW_Hire,Y,Yes,Below Expectations,2.00%,Upto 5k,0-10,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM313,0-5,Fair,Male,Research Scientist,Divorced,Oct,NEW_Hire,Y,Yes,Below Expectations,2.00%,Upto 5k,0-10,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM319,0-5,Fair,Female,Research Scientist,Single,Feb,NEW_Hire,Y,Yes,Below Expectations,4.00%,Upto 5k,0-10,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM319,0-5,Fair,Female,Research Scientist,Single,Jul,NEW_Hire,Y,Yes,Below Expectations,4.00%,Upto 5k,0-10,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM411,0-5,Fair,Female,Manufacturing Director,Single,Aug,old,Y,No,Meet Expectations,5.00%,5k-10k,11-25,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM411,0-5,Fair,Female,Manufacturing Director,Single,Jan,old,Y,No,Meet Expectations,5.00%,5k-10k,11-25,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM431,0-5,Poor,Male,Laboratory Technician,Single,Oct,NEW_Hire,Y,No,Below Expectations,5.00%,Upto 5k,0-10,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM431,0-5,Poor,Male,Laboratory Technician,Single,Sep,NEW_Hire,Y,No,Below Expectations,5.00%,Upto 5k,0-10,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM439,0-5,Poor,Male,Healthcare Representative,Married,Apr,NEW_Hire,Y,Yes,Below Expectations,8.00%,5k-10k,Above 25,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM439,0-5,Poor,Male,Healthcare Representative,Married,Sep,NEW_Hire,Y,Yes,Below Expectations,8.00%,5k-10k,Above 25,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM501,0-5,Good,Female,Research Scientist,Married,Nov,NEW_Hire,Y,Yes,Below Expectations,6.00%,5k-10k,0-10,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM501,0-5,Good,Female,Research Scientist,Married,Nov,NEW_Hire,Y,Yes,Below Expectations,6.00%,5k-10k,0-10,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM506,0-5,Fair,Female,Laboratory Technician,Married,Feb,NEW_Hire,Y,Yes,Below Expectations,3.00%,Upto 5k,0-10,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM506,0-5,Fair,Female,Laboratory Technician,Married,May,NEW_Hire,Y,Yes,Below Expectations,3.00%,Upto 5k,0-10,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM575,0-5,Excellent,Female,Research Scientist,Single,Jul,NEW_Hire,Y,No,Below Expectations,4.00%,Upto 5k,Above 25,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM575,0-5,Excellent,Female,Research Scientist,Single,Sep,NEW_Hire,Y,No,Below Expectations,4.00%,Upto 5k,Above 25,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM582,0-5,Poor,Male,Laboratory Technician,Married,Jan,NEW_Hire,Y,No,Meet Expectations,2.00%,Upto 5k,0-10,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM582,0-5,Poor,Male,Laboratory Technician,Married,Nov,NEW_Hire,Y,No,Meet Expectations,2.00%,Upto 5k,0-10,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM636,5-15,Poor,Female,Manufacturing Director,Married,Jul,old,Y,Yes,Meet Expectations,17.00%,10k-15k,11-25,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM636,5-15,Poor,Female,Manufacturing Director,Married,Sep,old,Y,Yes,Meet Expectations,17.00%,10k-15k,11-25,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM645,0-5,Poor,Male,Research Scientist,Married,Apr,NEW_Hire,Y,Yes,Below Expectations,6.00%,Upto 5k,0-10,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM645,0-5,Poor,Male,Research Scientist,Married,Nov,NEW_Hire,Y,Yes,Below Expectations,6.00%,Upto 5k,0-10,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM671,0-5,Excellent,Female,Research Scientist,Single,Jan,NEW_Hire,Y,No,Below Expectations,1.00%,Upto 5k,0-10,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM671,0-5,Excellent,Female,Research Scientist,Single,May,NEW_Hire,Y,No,Below Expectations,1.00%,Upto 5k,0-10,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM677,5-15,Poor,Female,Healthcare Representative,Married,Apr,NEW_Hire,Y,Yes,Meet Expectations,10.00%,Upto 5k,Above 25,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM677,5-15,Poor,Female,Healthcare Representative,Married,Apr,NEW_Hire,Y,Yes,Meet Expectations,10.00%,Upto 5k,Above 25,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM740,0-5,Good,Female,Manufacturing Director,Married,Apr,NEW_Hire,Y,No,Below Expectations,3.00%,Upto 5k,0-10,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM740,0-5,Good,Female,Manufacturing Director,Married,Mar,NEW_Hire,Y,No,Below Expectations,3.00%,Upto 5k,0-10,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM791,0-5,Poor,Male,Healthcare Representative,Divorced,Apr,NEW_Hire,Y,No,Below Expectations,3.00%,5k-10k,0-10,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM791,0-5,Poor,Male,Healthcare Representative,Divorced,Oct,NEW_Hire,Y,No,Below Expectations,3.00%,5k-10k,0-10,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM820,0-5,Good,Male,Research Scientist,Married,Jul,NEW_Hire,Y,No,Below Expectations,5.00%,Upto 5k,0-10,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM820,0-5,Good,Male,Research Scientist,Married,Sep,NEW_Hire,Y,No,Below Expectations,5.00%,Upto 5k,0-10,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM847,0-5,Fair,Male,Manufacturing Director,Divorced,May,old,Y,No,Below Expectations,7.00%,10k-15k,11-25,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM847,0-5,Fair,Male,Manufacturing Director,Divorced,Oct,old,Y,No,Below Expectations,7.00%,10k-15k,11-25,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM860,0-5,Excellent,Female,Research Scientist,Married,Apr,NEW_Hire,Y,Yes,Below Expectations,5.00%,Upto 5k,0-10,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM860,0-5,Excellent,Female,Research Scientist,Married,Aug,NEW_Hire,Y,Yes,Below Expectations,5.00%,Upto 5k,0-10,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM903,0-5,Good,Male,Research Scientist,Divorced,Jun,NEW_Hire,Y,No,Below Expectations,5.00%,Upto 5k,0-10,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM903,0-5,Good,Male,Research Scientist,Divorced,Mar,NEW_Hire,Y,No,Below Expectations,5.00%,Upto 5k,0-10,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM904,0-5,Fair,Male,Healthcare Representative,Divorced,Apr,NEW_Hire,Y,Yes,Below Expectations,6.00%,5k-10k,0-10,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM904,0-5,Fair,Male,Healthcare Representative,Divorced,Nov,NEW_Hire,Y,Yes,Below Expectations,6.00%,5k-10k,0-10,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM906,0-5,Poor,Female,Research Director,Divorced,Feb,NEW_Hire,Y,No,Below Expectations,7.00%,15k+,0-10,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM906,0-5,Poor,Female,Research Director,Divorced,Jul,NEW_Hire,Y,No,Below Expectations,7.00%,15k+,0-10,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM913,0-5,Fair,Male,Research Scientist,Single,Jan,NEW_Hire,Y,Yes,Meet Expectations,8.00%,Upto 5k,0-10,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Life Sciences,RM913,0-5,Fair,Male,Research Scientist,Single,Nov,NEW_Hire,Y,Yes,Meet Expectations,8.00%,Upto 5k,0-10,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM085,0-5,Good,Male,Manufacturing Director,Married,Aug,NEW_Hire,Y,No,Below Expectations,5.00%,Upto 5k,0-10,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM1041,0-5,Good,Male,Manufacturing Director,Divorced,Apr,NEW_Hire,Y,No,Below Expectations,7.00%,5k-10k,0-10,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM1220,0-5,Poor,Female,Laboratory Technician,Married,Jun,NEW_Hire,Y,No,Below Expectations,5.00%,Upto 5k,0-10,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM1220,0-5,Poor,Female,Laboratory Technician,Married,Jun,NEW_Hire,Y,No,Below Expectations,5.00%,Upto 5k,0-10,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM1303,0-5,Excellent,Male,Laboratory Technician,Married,Feb,NEW_Hire,Y,No,Below Expectations,5.00%,Upto 5k,0-10,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM1303,0-5,Excellent,Male,Laboratory Technician,Married,Jan,NEW_Hire,Y,No,Below Expectations,5.00%,Upto 5k,0-10,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM163,0-5,Fair,Male,Research Scientist,Married,Jul,NEW_Hire,Y,No,Below Expectations,5.00%,Upto 5k,0-10,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM163,0-5,Fair,Male,Research Scientist,Married,Jul,NEW_Hire,Y,No,Below Expectations,5.00%,Upto 5k,0-10,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM192,0-5,Poor,Female,Research Scientist,Single,Mar,NEW_Hire,Y,No,Below Expectations,7.00%,Upto 5k,0-10,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM192,0-5,Poor,Female,Research Scientist,Single,May,NEW_Hire,Y,No,Below Expectations,7.00%,Upto 5k,0-10,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM267,0-5,Excellent,Male,Healthcare Representative,Married,Sep,NEW_Hire,Y,No,Meet Expectations,9.00%,5k-10k,Above 25,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM267,0-5,Excellent,Male,Healthcare Representative,Married,Sep,NEW_Hire,Y,No,Meet Expectations,9.00%,5k-10k,Above 25,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM303,0-5,Excellent,Male,Healthcare Representative,Single,Jan,NEW_Hire,Y,No,Below Expectations,8.00%,5k-10k,0-10,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM303,0-5,Excellent,Male,Healthcare Representative,Single,Oct,NEW_Hire,Y,No,Below Expectations,8.00%,5k-10k,0-10,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM325,5-15,Poor,Female,Research Scientist,Married,Apr,old,Y,No,Below Expectations,10.00%,5k-10k,11-25,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM325,5-15,Poor,Female,Research Scientist,Married,Jul,old,Y,No,Below Expectations,10.00%,5k-10k,11-25,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM343,5-15,Fair,Female,Manufacturing Director,Single,Nov,old,Y,Yes,Below Expectations,11.00%,5k-10k,11-25,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM343,5-15,Fair,Female,Manufacturing Director,Single,Oct,old,Y,Yes,Below Expectations,11.00%,5k-10k,11-25,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM374,0-5,Poor,Male,Laboratory Technician,Divorced,Apr,NEW_Hire,Y,No,Below Expectations,5.00%,Upto 5k,0-10,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM374,0-5,Poor,Male,Laboratory Technician,Divorced,Oct,NEW_Hire,Y,No,Below Expectations,5.00%,Upto 5k,0-10,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM405,5-15,Fair,Male,Laboratory Technician,Divorced,Apr,NEW_Hire,Y,No,Below Expectations,10.00%,Upto 5k,Above 25,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM405,5-15,Fair,Male,Laboratory Technician,Divorced,Feb,NEW_Hire,Y,No,Below Expectations,10.00%,Upto 5k,Above 25,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM421,5-15,Excellent,Male,Research Director,Married,May,NEW_Hire,Y,No,Below Expectations,10.00%,10k-15k,Above 25,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM421,5-15,Excellent,Male,Research Director,Married,Sep,NEW_Hire,Y,No,Below Expectations,10.00%,10k-15k,Above 25,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM456,0-5,Good,Female,Research Director,Divorced,Jun,NEW_Hire,Y,No,Below Expectations,6.00%,15k+,Above 25,2022
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM456,0-5,Good,Female,Research Director,Divorced,Nov,NEW_Hire,Y,No,Below Expectations,6.00%,15k+,Above 25,2023
26-35,No,Attendance Issue,Travel_Rarely,Research & Development,Medical,RM550,0-5,Excellent,Female,Healthcare Representative,Single,Jun,NEW_Hire,Y,No,Below Expectations,5.00%,5k-10k,Above 25,2022
