Age band,Attrition,Attrition label,Business Travel,Curr as Manager,Department,Distance Status,Education,Education Field,Employee Number,Enviroment status,Gender,INR Salary,Job Role,job Satisfied,Job_satisfaction,Last promotion,Marital Status,Number Emp,Over Time,Percent Salary Hike,performance scale,Relationship Satisfaction,Stock Option Level,total working year status,Tranning time,Year,Year At Company,Year Current role
22-30yr,No,Current Employees,Frequently,5-15yr,Cybersecurity,Very Far,Associates Degree,Human Resources,1627,Very happy,Female,₹ 824160, UI/UX Designer,Dissatisfied,satisfied,6-10,Single,STAFF-1627,No,1500%,Meet Expectations,3,1%,11-20,0-3 Year,2022,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Frequently,5-15yr,Cybersecurity,Very Far,Associates Degree,Marketing,1635,Very happy,Female,₹ 431040,Network Engineer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-1635,No,1900%,Meet Expectations,1,2%,0-10,0-3 Year,2022,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Frequently,5-15yr,Cybersecurity,Very Far,Associates Degree,Other,1007,Abivalent,Male,₹ 1936640,Human Resource,Satisfied,Very Dissatisfied,6-10,Single,STAFF-1007,Yes,1300%,Below Expectations,1,1%,11-20,0-3 Year,2021,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Frequently,5-15yr,Cybersecurity,Very Far,Bachelor's Degree,Human Resources,817,Very happy,Male,₹ 2079600,Network Engineer,Satisfied,Very Dissatisfied,6-10,Divorced,STAFF-817,Yes,1100%,Meet Expectations,3,0%,11-20,0-3 Year,2021,11-20 Year,0-10 Year same Role
22-30yr,No,Current Employees,Frequently,5-15yr,Cybersecurity,Very Far,Bachelor's Degree,Life Science,2017,Abivalent,Male,₹ 1237680,Software Developer,Dissatisfied,satisfied,0-5,Married,STAFF-2017,Yes,2500%,Below Expectations,3,1%,11-20,0-3 Year,2022,11-20 Year,More than 10
22-30yr,No,Current Employees,Frequently,5-15yr,Cybersecurity,Very Far,Bachelor's Degree,Marketing,1911,Happy,Female,₹ 1187360, UI/UX Designer,Satisfied,Very Dissatisfied,0-5,Married,STAFF-1911,No,1300%,Exceed Expectations,3,1%,11-20,0-3 Year,2022,11-20 Year,0-10 Year same Role
22-30yr,No,Current Employees,Frequently,5-15yr,Cybersecurity,Very Far,Bachelor's Degree,Medical,56,Unhappy,Female,₹ 238000,Sale Representative,Very Satisfied,Dissatisfied,6-10,Married,STAFF-56,No,1500%,Outstanding,4,0%,0-10,0-3 Year,2020,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Frequently,5-15yr,Cybersecurity,Very Far,Bachelor's Degree,Other,239,Very happy,Male,₹ 880960, UI/UX Designer,Satisfied,Very Dissatisfied,0-5,Divorced,STAFF-239,No,1100%,Meet Expectations,2,2%,11-20,More than 3,2020,11-20 Year,0-10 Year same Role
22-30yr,No,Current Employees,Frequently,5-15yr,Cybersecurity,Very Far,High School,Marketing,1124,Very happy,Male,₹ 1247680,IT Project Manager,Satisfied,Very Dissatisfied,0-5,Divorced,STAFF-1124,No,1200%,Meet Expectations,2,1%,21-30,0-3 Year,2021,11-20 Year,0-10 Year same Role
22-30yr,No,Current Employees,Frequently,5-15yr,Cybersecurity,Very Far,High School,Medical,2,Very happy,Male,₹ 1992560,Sale Representative,Satisfied,Very Dissatisfied,6-10,Single,STAFF-2,No,2300%,Meet Expectations,2,1%,0-10,0-3 Year,2020,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Frequently,5-15yr,Cybersecurity,Very Far,Master's Degree,Human Resources,1061,Very happy,Female,₹ 1028240,Database Administrator,Dissatisfied,satisfied,0-5,Married,STAFF-1061,No,1100%,Meet Expectations,3,1%,21-30,0-3 Year,2021,6-10 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Frequently,5-15yr,Cybersecurity,Very Far,Master's Degree,Medical,905,Happy,Male,₹ 363520,Network Engineer,Very Satisfied,Dissatisfied,0,Married,STAFF-905,Yes,1100%,Exceed Expectations,4,1%,31 plus,0-3 Year,2021,More than 20,0-10 Year same Role
22-30yr,No,Current Employees,Frequently,5-15yr,Cybersecurity,Very Far,Master's Degree,Other,721,Happy,Female,₹ 1678240,Cybersecurity Analyst,Very Dissatisfied,Very satisfied,0,Single,STAFF-721,No,1100%,Exceed Expectations,3,0%,11-20,More than 3,2021,11-20 Year,0-10 Year same Role
22-30yr,No,Current Employees,Frequently,5-15yr,Cybersecurity,Very Far,Master's Degree,Other,1597,Happy,Female,₹ 1226560, UI/UX Designer,Satisfied,Very Dissatisfied,0-5,Single,STAFF-1597,No,1400%,Exceed Expectations,3,1%,0-10,0-3 Year,2022,6-10 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Frequently,5-15yr,Data Engineering,Far,Bachelor's Degree,Marketing,520,Happy,Female,₹ 347600, UI/UX Designer,Satisfied,Very Dissatisfied,6-10,Single,STAFF-520,Yes,1100%,Exceed Expectations,3,1%,21-30,0-3 Year,2021,More than 20,0-10 Year same Role
22-30yr,No,Current Employees,Frequently,5-15yr,Data Engineering,Far,Master's Degree,Life Science,1133,Very happy,Male,₹ 1859040,Software Developer,Satisfied,Very Dissatisfied,6-10,Divorced,STAFF-1133,No,2000%,Meet Expectations,1,0%,11-20,0-3 Year,2021,11-20 Year,0-10 Year same Role
22-30yr,No,Current Employees,Frequently,5-15yr,Data Engineering,Near,Associates Degree,Marketing,1888,Very happy,Female,₹ 1911040,Network Engineer,Very Satisfied,Dissatisfied,6-10,Single,STAFF-1888,No,1300%,Meet Expectations,4,2%,0-10,0-3 Year,2022,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Frequently,5-15yr,Data Engineering,Near,Master's Degree,Medical,569,Abivalent,Male,₹ 745120,Cybersecurity Analyst,Satisfied,Very Dissatisfied,11-15,Married,STAFF-569,No,1500%,Below Expectations,4,1%,21-30,0-3 Year,2021,More than 20,0-10 Year same Role
22-30yr,No,Current Employees,Frequently,5-15yr,Data Engineering,Very Far,Associates Degree,Life Science,1936,Unhappy,Female,₹ 985200,Software Developer,Satisfied,Very Dissatisfied,0-5,Married,STAFF-1936,Yes,2500%,Outstanding,2,1%,0-10,0-3 Year,2022,6-10 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Frequently,5-15yr,Data Engineering,Very Far,Associates Degree,Marketing,599,Abivalent,Male,₹ 1074400, UI/UX Designer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-599,No,1400%,Below Expectations,3,0%,11-20,0-3 Year,2021,11-20 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Frequently,5-15yr,Data Engineering,Very Far,Associates Degree,Marketing,976,Very happy,Male,₹ 1106320,Database Administrator,Dissatisfied,satisfied,0-5,Married,STAFF-976,No,1500%,Meet Expectations,2,1%,21-30,0-3 Year,2021,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Frequently,5-15yr,Data Engineering,Very Far,Bachelor's Degree,Human Resources,1184,Very happy,Female,₹ 2060400, UI/UX Designer,Satisfied,Very Dissatisfied,0-5,Divorced,STAFF-1184,No,2000%,Meet Expectations,1,0%,11-20,0-3 Year,2021,11-20 Year,0-10 Year same Role
22-30yr,No,Current Employees,Frequently,5-15yr,Data Engineering,Very Far,Bachelor's Degree,Human Resources,2065,Very happy,Female,₹ 1059440,Data Scientist,Dissatisfied,satisfied,6-10,Married,STAFF-2065,No,1400%,Meet Expectations,2,0%,11-20,0-3 Year,2022,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Frequently,5-15yr,Data Engineering,Very Far,Bachelor's Degree,Life Science,1640,Very happy,Female,₹ 796240,Software Developer,Dissatisfied,satisfied,0-5,Divorced,STAFF-1640,No,1100%,Meet Expectations,3,1%,0-10,0-3 Year,2022,6-10 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Frequently,5-15yr,Data Engineering,Very Far,Bachelor's Degree,Technical Degree,809,Happy,Male,₹ 1298000, UI/UX Designer,Satisfied,Very Dissatisfied,0,Married,STAFF-809,No,1300%,Exceed Expectations,2,1%,21-30,More than 3,2021,More than 20,0-10 Year same Role
22-30yr,No,Current Employees,Frequently,5-15yr,Data Engineering,Very Far,High School,Human Resources,1035,Happy,Male,₹ 1622720, UI/UX Designer,Dissatisfied,satisfied,0-5,Single,STAFF-1035,No,2200%,Exceed Expectations,4,2%,21-30,0-3 Year,2021,More than 20,
22-30yr,No,Current Employees,Frequently,5-15yr,Data Engineering,Very Far,High School,Marketing,387,Very happy,Female,₹ 1962560,Data Scientist,Satisfied,Very Dissatisfied,0,Married,STAFF-387,No,2500%,Meet Expectations,2,0%,11-20,0-3 Year,2020,11-20 Year,
22-30yr,No,Current Employees,Frequently,5-15yr,Data Engineering,Very Far,Master's Degree,Human Resources,259,Unhappy,Male,₹ 454240, UI/UX Designer,Satisfied,Very Dissatisfied,0,Single,STAFF-259,Yes,1400%,Outstanding,2,1%,31 plus,More than 3,2020,More than 20,
22-30yr,No,Current Employees,Frequently,5-15yr,Data Engineering,Very Far,Master's Degree,Human Resources,1435,Abivalent,Male,₹ 1808320,IT Project Manager,Dissatisfied,satisfied,6-10,Married,STAFF-1435,No,1600%,Below Expectations,3,0%,0-10,0-3 Year,2022,6-10 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Frequently,5-15yr,Data Engineering,Very Far,Master's Degree,Marketing,452,Happy,Male,₹ 742240, UI/UX Designer,Dissatisfied,satisfied,0-5,Married,STAFF-452,No,1400%,Exceed Expectations,4,2%,11-20,0-3 Year,2020,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Frequently,5-15yr,Data Engineering,Very Far,Master's Degree,Other,710,Very happy,Male,₹ 1516720,Data Scientist,Satisfied,Very Dissatisfied,6-10,Married,STAFF-710,No,1800%,Meet Expectations,4,1%,0-10,More than 3,2021,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Frequently,5-15yr,IT Operations,Far,Doctoral Degree,Technical Degree,74,Very happy,Female,₹ 882480,Sale Representative,Satisfied,Very Dissatisfied,6-10,Single,STAFF-74,No,2200%,Meet Expectations,1,1%,0-10,0-3 Year,2020,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Frequently,5-15yr,IT Operations,Near,Doctoral Degree,Human Resources,79,Unhappy,Female,₹ 436480,Database Administrator,Dissatisfied,satisfied,0-5,Single,STAFF-79,Yes,1100%,Outstanding,1,0%,0-10,0-3 Year,2020,6-10 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Frequently,5-15yr,IT Operations,Near,Doctoral Degree,Human Resources,529,Unhappy,Female,₹ 1909280,Cybersecurity Analyst,Very Satisfied,Dissatisfied,0-5,Divorced,STAFF-529,No,1500%,Outstanding,1,2%,11-20,0-3 Year,2021,11-20 Year,More than 10
22-30yr,No,Current Employees,Frequently,5-15yr,IT Operations,Near,Doctoral Degree,Human Resources,747,Happy,Male,₹ 2022000,Cybersecurity Analyst,Satisfied,Very Dissatisfied,0-5,Married,STAFF-747,Yes,2300%,Exceed Expectations,1,1%,0-10,0-3 Year,2021,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Frequently,5-15yr,IT Operations,Very Far,Associates Degree,Human Resources,2041,Abivalent,Male,₹ 478560,Sale Representative,Satisfied,Very Dissatisfied,6-10,Divorced,STAFF-2041,No,1100%,Below Expectations,3,1%,0-10,0-3 Year,2022,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Frequently,5-15yr,IT Operations,Very Far,Associates Degree,Life Science,1794,Abivalent,Male,₹ 1026560,Data Scientist,Dissatisfied,satisfied,0-5,Married,STAFF-1794,Yes,1300%,Below Expectations,1,0%,11-20,More than 3,2022,6-10 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Frequently,5-15yr,IT Operations,Very Far,Associates Degree,Technical Degree,1823,Happy,Male,₹ 1770240, UI/UX Designer,Satisfied,Very Dissatisfied,0-5,Single,STAFF-1823,No,2100%,Exceed Expectations,4,2%,0-10,More than 3,2022,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Frequently,5-15yr,IT Operations,Very Far,Bachelor's Degree,Human Resources,1255,Abivalent,Male,₹ 1490000, UI/UX Designer,Dissatisfied,satisfied,6-10,Married,STAFF-1255,No,1400%,Below Expectations,3,1%,21-30,0-3 Year,2022,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Frequently,5-15yr,IT Operations,Very Far,Bachelor's Degree,Life Science,96,Abivalent,Male,₹ 587680,Software Developer,Satisfied,Very Dissatisfied,6-10,Divorced,STAFF-96,No,1700%,Below Expectations,4,2%,0-10,0-3 Year,2020,6-10 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Frequently,5-15yr,IT Operations,Very Far,Bachelor's Degree,Life Science,2057,Unhappy,Male,₹ 302960, UI/UX Designer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-2057,No,1900%,Outstanding,4,0%,0-10,0-3 Year,2022,6-10 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Frequently,5-15yr,IT Operations,Very Far,Bachelor's Degree,Marketing,1867,Abivalent,Male,₹ 1086640,Human Resource,Satisfied,Very Dissatisfied,0,Married,STAFF-1867,Yes,1200%,Below Expectations,2,0%,21-30,0-3 Year,2022,More than 20,0-10 Year same Role
22-30yr,No,Current Employees,Frequently,5-15yr,IT Operations,Very Far,Bachelor's Degree,Medical,1097,Abivalent,Female,₹ 632720, UI/UX Designer,Dissatisfied,satisfied,6-10,Single,STAFF-1097,Yes,1300%,Below Expectations,3,0%,0-10,More than 3,2021,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Frequently,5-15yr,IT Operations,Very Far,High School,Life Science,581,Very happy,Male,₹ 1151520, UI/UX Designer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-581,No,2500%,Meet Expectations,4,1%,11-20,More than 3,2021,11-20 Year,0-10 Year same Role
22-30yr,No,Current Employees,Frequently,5-15yr,IT Operations,Very Far,High School,Medical,1890,Very happy,Male,₹ 337840, UI/UX Designer,Satisfied,Very Dissatisfied,6-10,Divorced,STAFF-1890,No,2100%,Meet Expectations,2,0%,0-10,0-3 Year,2022,6-10 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Frequently,5-15yr,IT Operations,Very Far,Master's Degree,Human Resources,458,Very happy,Male,₹ 273200,Software Developer,Very Dissatisfied,Very satisfied,6-10,Divorced,STAFF-458,No,1800%,Meet Expectations,1,1%,0-10,0-3 Year,2020,6-10 Year,0-10 Year same Role
22-30yr,No,Current Employees,Frequently,5-15yr,IT Operations,Very Far,Master's Degree,Medical,230,Very happy,Male,₹ 1034400, UI/UX Designer,Dissatisfied,satisfied,6-10,Single,STAFF-230,Yes,2200%,Meet Expectations,2,0%,11-20,0-3 Year,2020,6-10 Year,0-5 Year Same Role
22-30yr,No,Current Employees,Frequently,5-15yr,IT Operations,Very Far,Master's Degree,Technical Degree,1630,Happy,Male,₹ 980000,Software Developer,Satisfied,Very Dissatisfied,6-10,Divorced,STAFF-1630,No,1200%,Exceed Expectations,3,1%,11-20,More than 3,2022,11-20 Year,More than 10
22-30yr,No,Current Employees,Frequently,More than 15yr,Cybersecurity,Far,Bachelor's Degree,Life Science,515,Very happy,Male,₹ 2153120,IT Project Manager,Dissatisfied,satisfied,0,Married,STAFF-515,No,1200%,Meet Expectations,1,1%,11-20,0-3 Year,2021,11-20 Year,0-10 Year same Role
22-30yr,No,Current Employees,Frequently,More than 15yr,Cybersecurity,Very Far,Bachelor's Degree,Marketing,999,Very happy,Female,₹ 298800,Sale Representative,Satisfied,Very Dissatisfied,6-10,Married,STAFF-999,No,1700%,Meet Expectations,4,1%,21-30,0-3 Year,2021,11-20 Year,
22-30yr,No,Current Employees,Frequently,More than 15yr,Data Engineering,Very Far,Bachelor's Degree,Technical Degree,374,Very happy,Female,₹ 1515040,Data Scientist,Dissatisfied,satisfied,0-5,Single,STAFF-374,No,1400%,Meet Expectations,3,0%,31 plus,0-3 Year,2020,More than 20,0-10 Year same Role
22-30yr,No,Current Employees,Frequently,More than 15yr,Data Engineering,Very Far,Master's Degree,Human Resources,1294,Happy,Male,₹ 185840, UI/UX Designer,Dissatisfied,satisfied,0-5,Single,STAFF-1294,No,1100%,Exceed Expectations,3,0%,11-20,0-3 Year,2022,11-20 Year,More than 10
22-30yr,No,Current Employees,Frequently,More than 15yr,IT Operations,Far,Doctoral Degree,Life Science,1656,Abivalent,Male,₹ 1758480,Software Developer,Very Dissatisfied,Very satisfied,6-10,Single,STAFF-1656,No,1500%,Below Expectations,2,3%,11-20,0-3 Year,2022,11-20 Year,More than 10
22-30yr,No,Current Employees,Frequently,More than 15yr,IT Operations,Near,Bachelor's Degree,Other,1039,Happy,Male,₹ 938960,Software Developer,Satisfied,Very Dissatisfied,0,Divorced,STAFF-1039,No,1800%,Exceed Expectations,1,1%,21-30,0-3 Year,2021,11-20 Year,More than 10
22-30yr,No,Current Employees,Frequently,More than 15yr,IT Operations,Near,Master's Degree,Medical,1932,Abivalent,Female,₹ 2119680,Software Developer,Satisfied,Very Dissatisfied,0-5,Married,STAFF-1932,No,1500%,Below Expectations,2,0%,11-20,0-3 Year,2022,11-20 Year,0-10 Year same Role
22-30yr,No,Current Employees,Frequently,More than 15yr,IT Operations,Very Far,Bachelor's Degree,Life Science,1040,Very happy,Male,₹ 1993600, UI/UX Designer,Very Satisfied,Dissatisfied,6-10,Divorced,STAFF-1040,No,1200%,Meet Expectations,4,1%,11-20,0-3 Year,2021,11-20 Year,0-10 Year same Role
22-30yr,No,Current Employees,Frequently,More than 15yr,IT Operations,Very Far,Master's Degree,Medical,215,Abivalent,Male,₹ 684160,Sale Representative,Satisfied,Very Dissatisfied,6-10,Single,STAFF-215,No,1100%,Below Expectations,4,1%,11-20,0-3 Year,2020,11-20 Year,More than 10
22-30yr,No,Current Employees,No Travel,0-5yr,Cybersecurity,Very Far,Associates Degree,Medical,1760,Abivalent,Male,₹ 1277040,IT Project Manager,Very Satisfied,Dissatisfied,6-10,Married,STAFF-1760,No,1400%,Below Expectations,4,1%,0-10,More than 3,2022,6-10 Year,0-5 Year Same Role
22-30yr,No,Current Employees,No Travel,0-5yr,Cybersecurity,Very Far,Associates Degree,Other,981,Happy,Female,₹ 1115040,IT Project Manager,Dissatisfied,satisfied,11-15,Married,STAFF-981,Yes,1300%,Exceed Expectations,4,1%,21-30,0-3 Year,2021,11-20 Year,More than 10
22-30yr,No,Current Employees,No Travel,0-5yr,Cybersecurity,Very Far,Bachelor's Degree,Life Science,309,Very happy,Male,₹ 676480,Sale Representative,Satisfied,Very Dissatisfied,6-10,Single,STAFF-309,No,1700%,Meet Expectations,3,1%,0-10,More than 3,2020,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,No Travel,0-5yr,Cybersecurity,Very Far,Bachelor's Degree,Marketing,1382,Happy,Male,₹ 1259840,IT Project Manager,Satisfied,Very Dissatisfied,6-10,Married,STAFF-1382,Yes,1100%,Exceed Expectations,4,3%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,No Travel,0-5yr,Cybersecurity,Very Far,Bachelor's Degree,Medical,769,Happy,Female,₹ 873520,Software Developer,Dissatisfied,satisfied,6-10,Divorced,STAFF-769,Yes,1700%,Exceed Expectations,2,0%,11-20,More than 3,2021,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,No Travel,0-5yr,Cybersecurity,Very Far,Master's Degree,Life Science,874,Very happy,Male,₹ 403520,Software Developer,Satisfied,Very Dissatisfied,6-10,Single,STAFF-874,No,2400%,Meet Expectations,4,1%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,No Travel,0-5yr,Cybersecurity,Very Far,Master's Degree,Marketing,1069,Abivalent,Male,₹ 1715600,IT Project Manager,Satisfied,Very Dissatisfied,6-10,Married,STAFF-1069,No,1700%,Below Expectations,4,2%,21-30,0-3 Year,2021,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,No Travel,0-5yr,Data Engineering,Far,Associates Degree,Marketing,18,Very happy,Male,₹ 700640,Network Engineer,Dissatisfied,satisfied,6-10,Single,STAFF-18,No,1100%,Meet Expectations,4,1%,0-10,0-3 Year,2020,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,No Travel,0-5yr,Data Engineering,Far,Master's Degree,Life Science,1614,Very happy,Male,₹ 993680,Software Developer,Dissatisfied,satisfied,6-10,Divorced,STAFF-1614,No,1200%,Meet Expectations,4,2%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,No Travel,0-5yr,Data Engineering,Near,Associates Degree,Medical,247,Abivalent,Male,₹ 456880,Network Engineer,Satisfied,Very Dissatisfied,6-10,Single,STAFF-247,No,1500%,Below Expectations,2,0%,0-10,0-3 Year,2020,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,No Travel,0-5yr,Data Engineering,Near,Bachelor's Degree,Life Science,132,Happy,Male,₹ 2003440,Software Developer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-132,No,1200%,Exceed Expectations,3,1%,11-20,0-3 Year,2020,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,No Travel,0-5yr,Data Engineering,Very Far,Associates Degree,Other,245,Happy,Male,₹ 505520,Network Engineer,Satisfied,Very Dissatisfied,6-10,Single,STAFF-245,No,1200%,Exceed Expectations,1,0%,0-10,0-3 Year,2020,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,No Travel,0-5yr,Data Engineering,Very Far,Bachelor's Degree,Life Science,1950,Happy,Female,₹ 541600, UI/UX Designer,Satisfied,Very Dissatisfied,6-10,Single,STAFF-1950,No,2100%,Exceed Expectations,4,0%,11-20,0-3 Year,2022,11-20 Year,0-10 Year same Role
22-30yr,No,Current Employees,No Travel,0-5yr,Data Engineering,Very Far,Bachelor's Degree,Marketing,1162,Happy,Male,₹ 636000,Sale Representative,Dissatisfied,satisfied,6-10,Single,STAFF-1162,No,1300%,Exceed Expectations,4,1%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,No Travel,0-5yr,Data Engineering,Very Far,High School,Medical,585,Abivalent,Female,₹ 1471840,IT Project Manager,Satisfied,Very Dissatisfied,6-10,Married,STAFF-585,Yes,1400%,Below Expectations,2,0%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,No Travel,0-5yr,Data Engineering,Very Far,High School,Other,1011,Very happy,Female,₹ 902000,Software Developer,Satisfied,Very Dissatisfied,6-10,Divorced,STAFF-1011,No,1200%,Meet Expectations,4,1%,0-10,0-3 Year,2021,0-5 Year,0-5 Year Same Role
22-30yr,No,Current Employees,No Travel,0-5yr,Data Engineering,Very Far,High School,Other,1800,Abivalent,Female,₹ 633120,Software Developer,Satisfied,Very Dissatisfied,6-10,Married,STAFF-1800,Yes,2100%,Below Expectations,1,0%,0-10,0-3 Year,2022,0-5 Year,0-5 Year Same Role
